20100506,61240,62250,61200,61200,7,4
20100507,57000,57000,56500,56500,13,6
20100510,56600,57500,56600,57500,10,16
20100511,,,,,0,16
20100512,58500,58500,58500,58500,2,16
20100513,58500,58500,58500,58500,2,18
20100514,57010,61060,57010,61060,2,19
20100517,,,,,0,19
20100518,54980,54980,53150,53150,4,17
20100519,54150,54150,52450,52450,3,20
20100520,54000,54000,54000,54000,1,20
20100521,51500,51500,51500,51500,2,20
20100524,51750,51750,51750,51750,1,20
20100525,,,,,0,20
20100526,48710,52990,48710,52990,4,2
20100527,53790,53790,51190,51190,2,3
20100528,53200,53200,53200,53200,10,13
20100531,,,,,0,13
20100601,,,,,0,13
20100602,,,,,0,13
20100603,,,,,0,13
20100604,53520,53520,53520,53520,1,14
20100607,,,,,0,14
20100608,49010,52420,49010,52420,2,16
20100609,52420,52420,52420,52420,1,15
20100610,,,,,0,15
20100611,54480,54480,54480,54480,1,16
20100614,52220,52220,52220,52220,1,16
20100615,,,,,0,16
20100616,,,,,0,16
20100617,,,,,0,16
20100618,,,,,0,16
20100621,,,,,0,16
20100622,,,,,0,16
20100623,,,,,0,16
20100624,53500,53500,53500,53500,1,17
20100625,,,,,0,17
20100628,,,,,0,0
20100629,53160,53160,53160,53160,1,1
20100630,53090,53090,53090,53090,1,1
20100701,,,,,0,1
20100702,,,,,0,1
20100705,,,,,0,1
20100706,,,,,0,1
20100707,,,,,0,1
20100708,,,,,0,1
20100709,,,,,0,1
20100712,,,,,0,1
20100713,,,,,0,1
20100714,,,,,0,1
20100715,,,,,0,1
20100716,,,,,0,1
20100720,,,,,0,1
20100721,,,,,0,1
20100722,,,,,0,1
20100723,,,,,0,1
20100726,,,,,0,0
20100727,,,,,0,0
20100728,,,,,0,0
20100729,,,,,0,0
20100730,,,,,0,0
20100802,,,,,0,0
20100803,,,,,0,0
20100804,,,,,0,0
20100805,,,,,0,0
20100806,,,,,0,0
20100809,54280,54280,54280,54280,1,1
20100810,,,,,0,1
20100811,,,,,0,1
20100812,52810,52810,52810,52810,1,1
20100813,,,,,0,1
20100816,,,,,0,1
20100817,,,,,0,1
20100818,,,,,0,1
20100819,,,,,0,1
20100820,,,,,0,1
20100823,51000,51000,51000,51000,2,3
20100824,51000,51000,50000,50000,4,7
20100825,,,,,0,7
20100826,,,,,0,0
20100827,,,,,0,0
20100830,50210,50210,50210,50210,1,1
20100831,,,,,0,1
20100901,,,,,0,1
20100902,,,,,0,1
20100903,,,,,0,1
20100906,,,,,0,1
20100907,,,,,0,1
20100908,,,,,0,1
20100909,,,,,0,1
20100910,,,,,0,1
20100913,,,,,0,1
20100914,,,,,0,1
20100915,50900,50900,50900,50900,1,2
20100916,,,,,0,2
20100917,,,,,0,2
20100921,,,,,0,2
20100922,54190,54190,54190,54190,1,2
20100924,,,,,0,2
20100927,,,,,0,0
20100928,,,,,0,0
20100929,,,,,0,0
20100930,,,,,0,0
20101001,,,,,0,0
20101004,,,,,0,0
20101005,,,,,0,0
20101006,55500,55500,55500,55500,2,2
20101007,,,,,0,2
20101008,,,,,0,2
20101012,,,,,0,2
20101013,55200,55200,55200,55200,2,2
20101014,,,,,0,2
20101015,,,,,0,2
20101018,,,,,0,2
20101019,,,,,0,2
20101020,53000,53000,53000,53000,2,4
20101021,52010,55400,52010,54500,5,7
20101022,53800,53800,53800,53800,10,17
20101025,54000,54200,54000,54200,11,28
20101026,54000,54000,54000,54000,20,20
